"CNT","SCHOOLID","ST04Q01","ST06Q01","ST10Q01","ST14Q01","ST21Q01","ST21Q02","ST21Q03","ST21Q04","ST22Q01","ST23Q01","ST28Q01","ST28Q02","ST28Q03","ST25Q01","ST25Q02","ST25Q03","ST25Q04","ST25Q05","COUNTRY","PUBPRIV","math","reading","science","ReadingTime","MotherEd","FatherEd","ParentEd"
"Trinidad and Tobago",137,"Male",6,"<ISCED level 3B, 3C>","<ISCED level 3A>","Three or more","Two","One","Two","101-200 books","30 minutes or less a day",45,45,90,"Never or almost never","Never or almost never","Several times a month","Never or almost never","Several times a week","Trinidad and Tobago","Public",1531.43,1533.04,1653.03,12,3,4,7
"Trinidad and Tobago",137,"Female",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Two","Two","None","26-100 books","Between 30 and 60 minutes",45,45,45,"Several times a month","About once a month","Several times a month","About once a month","Several times a week","Trinidad and Tobago","Public",2118.75,2588.07,2501.59,19,4,4,8
"Trinidad and Tobago",137,"Male",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Two","One","Two","26-100 books","I don’t read for enjoyment",90,90,90,"A few times a year","A few times a year","A few times a year","Never or almost never","A few times a year","Trinidad and Tobago","Public",1561.02,1556.3,1679.14,9,4,4,8
"Trinidad and Tobago",137,"Male",6,"<ISCED level 2>","<ISCED level 2>","Three or more","Two","None","None","0-10 books","30 minutes or less a day",45,45,45,"A few times a year","Several times a week","A few times a year","A few times a year","Several times a week","Trinidad and Tobago","Public",1945.05,2014.85,2366.37,16,2,2,4
"Trinidad and Tobago",137,"Female",4,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Two","One","Two","201-500 books","1 to 2 hours a day",45,45,45,"A few times a year","A few times a year","Several times a week","Several times a month","Several times a week","Trinidad and Tobago","Public",1923.24,2240.51,2075.44,18,4,4,8
"Trinidad and Tobago",137,"Female",6,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Three or more","One","None","26-100 books","30 minutes or less a day",30,30,60,"About once a month","Several times a month","Several times a month","Several times a month","Several times a month","Trinidad and Tobago","Public",1500.27,1817.49,1830.65,19,4,4,8
"Trinidad and Tobago",138,"Male",5,"<ISCED level 3A>","Did Not Complete <ISCED level 1>","Three or more","Two","None","One","More than 500 books","1 to 2 hours a day",30,60,30,"A few times a year","Several times a month","Never or almost never","A few times a year","A few times a year","Trinidad and Tobago","Public",1751.09,1553.08,1398.45,11,4,0,4
"Trinidad and Tobago",138,"Female",4,"<ISCED level 3A>","<ISCED level 3A>","One","None","None","None","0-10 books","More than 2 hours a day",20,35,25,"Several times a month","Never or almost never","Several times a week","About once a month","Several times a week","Trinidad and Tobago","Public",1779.13,2188.09,1837.65,18,4,4,8
"Trinidad and Tobago",138,"Male",7,"<ISCED level 3A>","<ISCED level 3B, 3C>","Three or more","Two","None","Two","26-100 books","30 minutes or less a day",30,50,20,"About once a month","Several times a month","A few times a year","Never or almost never","Several times a week","Trinidad and Tobago","Public",1376.04,1254.88,1432.95,15,4,3,7
"Trinidad and Tobago",138,"Male",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Two","None","Two","201-500 books","I don’t read for enjoyment",35,35,35,"Never or almost never","A few times a year","Several times a month","A few times a year","Several times a week","Trinidad and Tobago","Public",1806.4,2115.87,2169.62,14,4,4,8
"Trinidad and Tobago",138,"Male",5,"<ISCED level 3A>","<ISCED level 1>","None","Two","None","One","More than 500 books","30 minutes or less a day",45,45,45,"Several times a week","A few times a year","Never or almost never","Never or almost never","Several times a week","Trinidad and Tobago","Public",1918.57,1529.04,1556.97,14,4,1,5
"Trinidad and Tobago",138,"Female",4,"Did not complete <ISCED level 1>","Did Not Complete <ISCED level 1>","Two","One","One","One","201-500 books","30 minutes or less a day",45,45,45,"Several times a week","Several times a week","Never or almost never","Never or almost never","Several times a week","Trinidad and Tobago","Public",1902.21,1931.89,1934.64,17,0,0,0
"Trinidad and Tobago",138,"Female",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","One","None","Two","11-25 books","30 minutes or less a day",35,35,35,"Several times a month","Several times a week","Several times a week","Several times a month","Several times a week","Trinidad and Tobago","Public",1606.99,1863.17,1842.32,23,4,4,8
"Trinidad and Tobago",138,"Male",5,"<ISCED level 3A>","<ISCED level 3B, 3C>","Two","Three or more","None","None","101-200 books","Between 30 and 60 minutes",45,35,75,"Several times a month","Never or almost never","A few times a year","A few times a year","Several times a week","Trinidad and Tobago","Public",2148.34,2577.23,2146.77,14,4,3,7
"Trinidad and Tobago",138,"Female",5,"<ISCED level 1>","<ISCED level 1>","Three or more","One","None","Two","201-500 books","30 minutes or less a day",30,50,60,"About once a month","Never or almost never","Several times a week","Several times a week","Never or almost never","Trinidad and Tobago","Public",1970.76,1996.64,1920.64,15,1,1,2
"Trinidad and Tobago",138,"Male",6,"<ISCED level 3A>","Did Not Complete <ISCED level 1>","One","One","None","None","11-25 books","30 minutes or less a day",35,45,25,"A few times a year","About once a month","Several times a month","Several times a week","Several times a month","Trinidad and Tobago","Public",1702.81,1504.19,1503.82,18,4,0,4
"Trinidad and Tobago",139,"Male",4,"<ISCED level 3B, 3C>","<ISCED level 3B, 3C>","Three or more","Three or more","Three or more","Three or more","11-25 books","30 minutes or less a day",35,35,35,"Several times a week","Never or almost never","Several times a month","Several times a week","Several times a week","Trinidad and Tobago","Public",2882.1,2604.48,2859.66,20,3,3,6
"Trinidad and Tobago",139,"Male",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","One","Three or more","Two","More than 500 books","Between 30 and 60 minutes",45,45,45,"Several times a month","About once a month","Several times a month","Several times a month","Several times a week","Trinidad and Tobago","Public",2950.66,2923.55,2994.88,20,4,4,8
"Trinidad and Tobago",139,"Male",6,"<ISCED level 3B, 3C>","<ISCED level 3B, 3C>","Three or more","One","Two","One","More than 500 books","Between 30 and 60 minutes",40,40,40,"A few times a year","A few times a year","A few times a year","Several times a week","Several times a week","Trinidad and Tobago","Public",2837.71,2779.65,2641.93,16,3,3,6
"Trinidad and Tobago",139,"Male",8,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Two","Three or more","One","26-100 books","Between 30 and 60 minutes",40,40,40,"Never or almost never","A few times a year","Several times a month","About once a month","Never or almost never","Trinidad and Tobago","Public",2678.8,2756.81,2869,11,4,4,8
"Trinidad and Tobago",139,"Male",5,"<ISCED level 2>","<ISCED level 3A>","Three or more","One","One","One","More than 500 books","1 to 2 hours a day",35,35,35,"Several times a month","Several times a month","Several times a week","Several times a week","Several times a week","Trinidad and Tobago","Public",3154.74,3179.28,3297,23,2,4,6
"Trinidad and Tobago",139,"Male",6,"<ISCED level 1>","<ISCED level 1>","Three or more","One","One","One","0-10 books","30 minutes or less a day",45,45,45,"Several times a month","A few times a year","A few times a year","A few times a year","Several times a week","Trinidad and Tobago","Public",2766.04,2880.67,2593.9,15,1,1,2
"Trinidad and Tobago",139,"Male",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Two","One","One","26-100 books","Between 30 and 60 minutes",35,35,105,"Several times a month","A few times a year","About once a month","Several times a month","Several times a week","Trinidad and Tobago","Public",2987.26,2966.03,3021.91,18,4,4,8
"Trinidad and Tobago",139,"Male",4,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Three or more","Two","Two","101-200 books","30 minutes or less a day",45,45,45,"Several times a month","Several times a week","Several times a week","A few times a year","Several times a week","Trinidad and Tobago","Public",2993.89,2891.08,3111.44,21,4,4,8
"Trinidad and Tobago",139,"Male",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","One","Two","One","101-200 books","Between 30 and 60 minutes",45,45,45,"About once a month","Several times a month","Several times a week","Several times a month","Several times a week","Trinidad and Tobago","Public",2935.47,3244.63,3148.73,21,4,4,8
"Trinidad and Tobago",139,"Male",5,"<ISCED level 3A>","<ISCED level 3A>","Two","One","Two","Two","26-100 books","Between 30 and 60 minutes",35,35,35,"A few times a year","A few times a year","Several times a week","Several times a month","Several times a week","Trinidad and Tobago","Public",3047.24,2888.28,2931.47,18,4,4,8
"Trinidad and Tobago",139,"Male",8,"<ISCED level 3A>","<ISCED level 3A>","Three or more","One","Two","Two","11-25 books","I don’t read for enjoyment",45,45,45,"About once a month","Several times a month","A few times a year","A few times a year","About once a month","Trinidad and Tobago","Public",2736.45,2906.72,2762.69,14,4,4,8
"Trinidad and Tobago",139,"Male",9,"<ISCED level 2>","<ISCED level 2>","Three or more","Three or more","Three or more","Three or more","More than 500 books","I don’t read for enjoyment",45,45,45,"Several times a month","Several times a month","Several times a month","Several times a month","Several times a month","Trinidad and Tobago","Public",2779.28,2705.49,2682.5,20,2,2,4
"Trinidad and Tobago",139,"Male",8,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Two","One","One","201-500 books","30 minutes or less a day",40,45,55,"About once a month","A few times a year","Several times a month","Several times a month","Several times a week","Trinidad and Tobago","Public",3033.22,3105.93,3022.84,18,4,4,8
"Trinidad and Tobago",139,"Male",8,"<ISCED level 3B, 3C>","<ISCED level 3B, 3C>","Three or more","Two","Three or more","Two","101-200 books","30 minutes or less a day",40,40,40,"About once a month","A few times a year","Several times a week","Several times a month","Several times a week","Trinidad and Tobago","Public",3019.21,3097.92,3218.66,19,3,3,6
"Trinidad and Tobago",139,"Male",5,"<ISCED level 3B, 3C>","<ISCED level 3B, 3C>","Three or more","One","None","One","101-200 books","30 minutes or less a day",35,35,35,"Several times a week","A few times a year","Several times a month","Never or almost never","Several times a week","Trinidad and Tobago","Public",2659.33,2724.33,2785.06,17,3,3,6
"Trinidad and Tobago",139,"Male",5,"<ISCED level 3A>","<ISCED level 1>","Three or more","Two","One","Two","101-200 books","30 minutes or less a day",40,40,40,"Several times a month","Never or almost never","Several times a month","Several times a month","Several times a week","Trinidad and Tobago","Public",2620.39,2477.82,2245.63,18,4,1,5
"Trinidad and Tobago",139,"Male",5,"<ISCED level 3A>","<ISCED level 3B, 3C>","Three or more","None","None","None","More than 500 books","I don’t read for enjoyment",40,30,35,"Several times a month","Several times a month","Never or almost never","Several times a month","Several times a month","Trinidad and Tobago","Public",2659.33,2621.73,2342.61,17,4,3,7
"Trinidad and Tobago",139,"Male",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Two","One","Two","26-100 books","I don’t read for enjoyment",45,45,45,"Several times a week","Several times a week","Several times a week","Never or almost never","Never or almost never","Trinidad and Tobago","Public",2640.64,2445.35,2680.63,17,4,4,8
"Trinidad and Tobago",139,"Male",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Three or more","Three or more","One","201-500 books","Between 30 and 60 minutes",45,45,45,"Several times a month","Several times a month","About once a month","Several times a month","Several times a week","Trinidad and Tobago","Public",2582.21,2733.17,2605.09,20,4,4,8
"Trinidad and Tobago",139,"Male",4,"<ISCED level 3A>","<ISCED level 3A>","Three or more","One","One","Two","101-200 books","30 minutes or less a day",35,35,35,"Several times a week","Several times a week","Several times a week","About once a month","Several times a week","Trinidad and Tobago","Public",2905.08,2640.15,2789.74,23,4,4,8
"Trinidad and Tobago",139,"Male",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Two","One","Three or more","201-500 books","I don’t read for enjoyment",45,45,45,"About once a month","Several times a month","About once a month","About once a month","Several times a week","Trinidad and Tobago","Public",2801.09,2935.16,3121.69,18,4,4,8
"Trinidad and Tobago",139,"Male",4,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Three or more","Three or more","Three or more","More than 500 books","30 minutes or less a day",35,35,35,"Several times a month","Never or almost never","About once a month","Several times a month","Several times a week","Trinidad and Tobago","Public",3259.11,2753.6,2942.65,17,4,4,8
"Trinidad and Tobago",139,"Male",4,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Three or more","Three or more","Three or more","More than 500 books","I don’t read for enjoyment",40,40,40,"Several times a week","Several times a week","Several times a month","A few times a year","Several times a week","Trinidad and Tobago","Public",2549.11,2527.93,2634.93,21,4,4,8
