"CNT","SCHOOLID","ST04Q01","ST06Q01","ST10Q01","ST14Q01","ST21Q01","ST21Q02","ST21Q03","ST21Q04","ST22Q01","ST23Q01","ST28Q01","ST28Q02","ST28Q03","ST25Q01","ST25Q02","ST25Q03","ST25Q04","ST25Q05","COUNTRY","PUBPRIV","math","reading","science","ReadingTime","MotherEd","FatherEd","ParentEd"
"Trinidad and Tobago",131,"Male",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Three or more","Two","One","11-25 books","I don’t read for enjoyment",35,35,35,"About once a month","About once a month","About once a month","About once a month","A few times a year","Trinidad and Tobago","Public",2426.43,2214.47,1936.51,14,4,4,8
"Trinidad and Tobago",131,"Female",4,"<ISCED level 3B, 3C>","<ISCED level 3A>","Three or more","Two","One","None","101-200 books","30 minutes or less a day",35,35,35,"A few times a year","Never or almost never","About once a month","Several times a week","Several times a month","Trinidad and Tobago","Public",2753.58,2708.81,2762.68,15,3,4,7
"Trinidad and Tobago",131,"Female",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Two","One","One","201-500 books","I don’t read for enjoyment",35,35,35,"Several times a month","Never or almost never","A few times a year","A few times a year","Several times a month","Trinidad and Tobago","Public",2443.96,2252.42,2121.12,13,4,4,8
"Trinidad and Tobago",132,"Male",5,"<ISCED level 3A>","<ISCED level 3B, 3C>","Three or more","One","One","None","101-200 books","Between 30 and 60 minutes",35,35,35,"Several times a week","Several times a week","Several times a week","Several times a week","Several times a week","Trinidad and Tobago","Public",1982.44,2127.08,2063.31,25,4,3,7
"Trinidad and Tobago",132,"Male",5,"<ISCED level 3A>","Did Not Complete <ISCED level 1>","Three or more","Two","One","Two","0-10 books","I don’t read for enjoyment",45,45,45,"Several times a week","Several times a week","Several times a week","Several times a week","Several times a week","Trinidad and Tobago","Public",1939.59,2435.73,2426.04,25,4,0,4
"Trinidad and Tobago",132,"Male",6,"Did not complete <ISCED level 1>","Did Not Complete <ISCED level 1>","Three or more","One","None","None","101-200 books","Between 30 and 60 minutes",35,35,35,"A few times a year","A few times a year","A few times a year","A few times a year","Several times a month","Trinidad and Tobago","Public",1959.85,2250.94,2219.97,12,0,0,0
"Trinidad and Tobago",132,"Female",5,"Did not complete <ISCED level 1>","<ISCED level 3B, 3C>","Three or more","One","None","One","101-200 books","Between 30 and 60 minutes",35,35,35,"Several times a week","Several times a week","Several times a week","Several times a month","Several times a week","Trinidad and Tobago","Public",1657.61,2283.41,2024.62,24,0,3,3
"Trinidad and Tobago",132,"Male",5,"<ISCED level 1>","<ISCED level 3B, 3C>","Three or more","None","None","None","11-25 books","I don’t read for enjoyment",15,30,15,"Never or almost never","A few times a year","About once a month","Several times a month","Several times a week","Trinidad and Tobago","Public",1580.12,1338.24,1529.94,15,1,3,4
"Trinidad and Tobago",132,"Female",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Two","None","None","101-200 books","Between 30 and 60 minutes",45,45,45,"Several times a week","Never or almost never","Several times a week","Several times a week","Several times a week","Trinidad and Tobago","Public",1876.12,2288.97,1958.88,21,4,4,8
"Trinidad and Tobago",132,"Male",5,"<ISCED level 3A>","<ISCED level 3A>","One","One","One","Two","26-100 books","1 to 2 hours a day",15,45,45,"A few times a year","Several times a month","Several times a week","Never or almost never","Several times a week","Trinidad and Tobago","Public",1716.05,1418.42,1466.53,17,4,4,8
"Trinidad and Tobago",132,"Female",4,"<ISCED level 3B, 3C>","<ISCED level 3A>","Three or more","Two","One","Two","More than 500 books","More than 2 hours a day",35,35,35,"A few times a year","About once a month","Several times a month","About once a month","Several times a week","Trinidad and Tobago","Public",1878.06,1819.87,1813.4,17,3,4,7
"Trinidad and Tobago",133,"Female",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Two","One","Three or more","201-500 books","1 to 2 hours a day",35,35,35,"About once a month","Several times a week","Several times a week","Several times a month","Several times a week","Trinidad and Tobago","Public",2189.64,2265.92,1998.04,22,4,4,8
"Trinidad and Tobago",133,"Male",4,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Three or more","Three or more","Two","More than 500 books","More than 2 hours a day",45,45,120,"Several times a week","Several times a week","Several times a week","A few times a year","Never or almost never","Trinidad and Tobago","Public",3012.96,3088.69,3098.84,18,4,4,8
"Trinidad and Tobago",133,"Female",6,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Two","Two","Two","26-100 books","30 minutes or less a day",40,40,40,"About once a month","A few times a year","Several times a month","Never or almost never","Several times a month","Trinidad and Tobago","Public",2126.53,2461.36,2246.08,14,4,4,8
"Trinidad and Tobago",133,"Female",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Two","One","One","101-200 books","30 minutes or less a day",40,40,40,"A few times a year","A few times a year","About once a month","About once a month","Several times a week","Trinidad and Tobago","Public",2409.29,2602.36,2321.61,15,4,4,8
"Trinidad and Tobago",133,"Male",5,"<ISCED level 3A>","<ISCED level 1>","Three or more","Three or more","One","Two","26-100 books","I don’t read for enjoyment",40,40,40,"Several times a week","Never or almost never","Never or almost never","Never or almost never","Several times a week","Trinidad and Tobago","Public",2498.09,2315.88,2188.26,13,4,1,5
"Trinidad and Tobago",133,"Male",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Two","One","Two","201-500 books","I don’t read for enjoyment",40,40,40,"Several times a month","A few times a year","Several times a month","A few times a year","Several times a week","Trinidad and Tobago","Public",2492.26,2260.16,2354.25,17,4,4,8
"Trinidad and Tobago",133,"Female",5,"<ISCED level 3B, 3C>","<ISCED level 3B, 3C>","Three or more","Two","Three or more","Two","26-100 books","More than 2 hours a day",40,40,40,"Several times a month","Several times a week","Several times a week","About once a month","Several times a week","Trinidad and Tobago","Public",2727.1,2887.95,2790.66,22,3,3,6
"Trinidad and Tobago",133,"Female",4,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Two","One","None","201-500 books","Between 30 and 60 minutes",40,40,40,"Several times a week","Several times a week","A few times a year","About once a month","Several times a week","Trinidad and Tobago","Public",2872.76,2968.58,2542.15,20,4,4,8
"Trinidad and Tobago",133,"Male",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Two","Three or more","Two","101-200 books","1 to 2 hours a day",30,30,30,"Several times a month","A few times a year","About once a month","A few times a year","Several times a week","Trinidad and Tobago","Public",2265.97,2509.08,2862.47,16,4,4,8
"Trinidad and Tobago",133,"Female",5,"<ISCED level 3A>","<ISCED level 1>","Three or more","Two","One","Two","11-25 books","30 minutes or less a day",40,40,40,"A few times a year","A few times a year","Never or almost never","A few times a year","Several times a week","Trinidad and Tobago","Public",2753.19,2311.21,2501.59,12,4,1,5
"Trinidad and Tobago",133,"Female",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Two","One","One","101-200 books","1 to 2 hours a day",40,40,40,"Several times a week","Several times a month","Several times a month","Several times a week","Several times a week","Trinidad and Tobago","Public",2352.42,2354.11,2305.76,23,4,4,8
"Trinidad and Tobago",133,"Male",5,"<ISCED level 3B, 3C>","<ISCED level 3A>","Three or more","Two","Two","One","26-100 books","I don’t read for enjoyment",45,45,45,"About once a month","Several times a month","Several times a month","About once a month","Several times a week","Trinidad and Tobago","Public",2226.24,2307.06,2431.64,19,3,4,7
"Trinidad and Tobago",133,"Male",5,"<ISCED level 3A>","<ISCED level 3A>","None","Three or more","Two","Three or more","26-100 books","30 minutes or less a day",45,45,45,"Several times a week","Several times a week","A few times a year","A few times a year","Several times a week","Trinidad and Tobago","Public",2326.72,2165.17,2071.72,19,4,4,8
"Trinidad and Tobago",133,"Male",9,"Did not complete <ISCED level 1>","<ISCED level 2>","Three or more","One","None","One","101-200 books","30 minutes or less a day",40,40,40,"A few times a year","A few times a year","Never or almost never","Never or almost never","Several times a month","Trinidad and Tobago","Public",2100.05,1834.48,2116.47,10,0,2,2
"Trinidad and Tobago",133,"Male",5,"<ISCED level 3A>","<ISCED level 3B, 3C>","Three or more","Two","Three or more","Two","101-200 books","I don’t read for enjoyment",45,45,45,"About once a month","About once a month","Several times a month","Several times a month","Several times a week","Trinidad and Tobago","Public",2649.2,2632.54,2369.16,19,4,3,7
"Trinidad and Tobago",133,"Male",4,"<ISCED level 1>","<ISCED level 3A>","Two","Two","One","Two","0-10 books","I don’t read for enjoyment",45,45,45,"Never or almost never","Several times a month","Never or almost never","A few times a year","Several times a month","Trinidad and Tobago","Public",2917.15,2814.11,2678.29,12,1,4,5
"Trinidad and Tobago",133,"Female",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Two","One","Three or more","101-200 books","Between 30 and 60 minutes",40,40,40,"Several times a week","A few times a year","About once a month","Never or almost never","Several times a week","Trinidad and Tobago","Public",2683.48,3072.64,2694.61,16,4,4,8
"Trinidad and Tobago",133,"Female",4,"<ISCED level 3A>","Did Not Complete <ISCED level 1>","Three or more","One","One","One","26-100 books","More than 2 hours a day",40,40,40,"Several times a month","Several times a month","Several times a month","Several times a week","Several times a week","Trinidad and Tobago","Public",2523.01,2583.3,2662.91,22,4,0,4
"Trinidad and Tobago",133,"Female",5,"<ISCED level 3A>","<ISCED level 1>","Three or more","One","One","One","101-200 books","30 minutes or less a day",45,45,45,"About once a month","Never or almost never","A few times a year","Several times a week","Several times a week","Trinidad and Tobago","Public",2625.84,2817.64,2938.93,16,4,1,5
"Trinidad and Tobago",133,"Female",5,"<ISCED level 1>","<ISCED level 3A>","Three or more","One","None","None","26-100 books","Between 30 and 60 minutes",35,35,35,"Several times a week","Several times a week","Several times a month","Several times a month","Several times a week","Trinidad and Tobago","Public",2257.4,2654.4,2522.1,23,1,4,5
"Trinidad and Tobago",134,"Male",5,"<ISCED level 2>","<ISCED level 3A>","Three or more","Three or more","One","Two","26-100 books","I don’t read for enjoyment",45,45,45,"Several times a week","Several times a month","Several times a week","Several times a month","Several times a week","Trinidad and Tobago","Public",1613.23,1431.22,1852.11,23,2,4,6
"Trinidad and Tobago",134,"Male",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","One","One","None","More than 500 books","Between 30 and 60 minutes",50,45,50,"A few times a year","Several times a month","About once a month","Several times a month","Several times a week","Trinidad and Tobago","Public",1962.96,1849.71,1855.38,18,4,4,8
"Trinidad and Tobago",134,"Female",5,"<ISCED level 3A>","<ISCED level 3A>","Two","One","None","None","26-100 books","30 minutes or less a day",45,45,45,"About once a month","A few times a year","Several times a month","Several times a month","About once a month","Trinidad and Tobago","Public",2100.84,2226.61,1963.08,16,4,4,8
"Trinidad and Tobago",134,"Female",5,"Did not complete <ISCED level 1>","Did Not Complete <ISCED level 1>","Three or more","One","None","None","26-100 books","1 to 2 hours a day",45,45,45,"Never or almost never","Never or almost never","Several times a week","Several times a month","Several times a week","Trinidad and Tobago","Public",1565.71,1793.66,1736.01,16,0,0,0
"Trinidad and Tobago",134,"Male",5,"<ISCED level 3B, 3C>","Did Not Complete <ISCED level 1>","Two","One","None","None","11-25 books","I don’t read for enjoyment",45,45,45,"A few times a year","Never or almost never","Never or almost never","Never or almost never","Several times a week","Trinidad and Tobago","Public",1612.83,1652.5,1708.97,10,3,0,3
"Trinidad and Tobago",134,"Female",5,"<ISCED level 1>","<ISCED level 3A>","Three or more","One","None","None","201-500 books","30 minutes or less a day",45,45,45,"A few times a year","Never or almost never","Never or almost never","Several times a month","Several times a week","Trinidad and Tobago","Public",1381.09,1492.58,1783.56,13,1,4,5
"Trinidad and Tobago",134,"Male",8,"<ISCED level 3A>","<ISCED level 1>","Three or more","One","One","Three or more","0-10 books","30 minutes or less a day",45,45,45,"Several times a month","Several times a week","About once a month","About once a month","Several times a week","Trinidad and Tobago","Public",2104.73,1879.36,2030.69,20,4,1,5
"Trinidad and Tobago",134,"Female",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Two","One","None","101-200 books","1 to 2 hours a day",45,45,45,"Several times a month","Several times a week","About once a month","About once a month","Several times a week","Trinidad and Tobago","Public",1496.37,1458.03,1619.45,20,4,4,8
"Trinidad and Tobago",134,"Female",5,"<ISCED level 3A>","<ISCED level 1>","Three or more","One","None","Two","11-25 books","Between 30 and 60 minutes",45,45,45,"Never or almost never","Never or almost never","Never or almost never","Never or almost never","Several times a week","Trinidad and Tobago","Public",1597.64,1700.72,1724.82,9,4,1,5
"Trinidad and Tobago",135,"Male",5,"<ISCED level 3B, 3C>","<ISCED level 2>","Three or more","Two","None","None","201-500 books","Between 30 and 60 minutes",45,45,45,"Several times a month","Several times a month","A few times a year","Several times a month","Several times a week","Trinidad and Tobago","Public",1850.8,1146.64,1398,19,3,2,5
"Trinidad and Tobago",135,"Female",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","One","One","One","11-25 books","Between 30 and 60 minutes",45,45,45,"A few times a year","Never or almost never","A few times a year","About once a month","Several times a week","Trinidad and Tobago","Public",2022.16,2266.74,2090.84,13,4,4,8
"Trinidad and Tobago",135,"Female",4,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Two","One","Two","11-25 books","30 minutes or less a day",60,60,45,"Several times a month","Never or almost never","A few times a year","Never or almost never","Several times a week","Trinidad and Tobago","Public",2242.21,2167.42,2233.03,13,4,4,8
"Trinidad and Tobago",135,"Male",5,"<ISCED level 3A>","Did Not Complete <ISCED level 1>","Three or more","One","None","Two","26-100 books","30 minutes or less a day",45,45,45,"Several times a month","Several times a month","Several times a month","About once a month","Several times a week","Trinidad and Tobago","Public",1996.46,1889.79,2137.91,20,4,0,4
"Trinidad and Tobago",135,"Male",5,"Did not complete <ISCED level 1>","<ISCED level 3A>","Three or more","Three or more","None","One","0-10 books","30 minutes or less a day",45,45,45,"Never or almost never","Never or almost never","Never or almost never","Never or almost never","Never or almost never","Trinidad and Tobago","Public",1825.09,1580.35,1558.84,5,0,4,4
"Trinidad and Tobago",135,"Male",5,"<ISCED level 3A>","<ISCED level 1>","Three or more","Two","Two","Two","101-200 books","30 minutes or less a day",45,45,45,"A few times a year","Never or almost never","Several times a month","A few times a year","Several times a month","Trinidad and Tobago","Public",2341.52,1863.75,1984.98,13,4,1,5
"Trinidad and Tobago",135,"Female",5,"<ISCED level 1>","<ISCED level 3A>","Two","One","One","One","0-10 books","30 minutes or less a day",45,45,90,"Never or almost never","A few times a year","Never or almost never","A few times a year","Several times a week","Trinidad and Tobago","Public",1747.59,1635.19,1691.25,11,1,4,5
"Trinidad and Tobago",135,"Female",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Two","One","None","201-500 books","Between 30 and 60 minutes",45,45,45,"About once a month","Never or almost never","Several times a month","Never or almost never","Several times a week","Trinidad and Tobago","Public",1992.56,2178.94,2089.41,14,4,4,8
"Trinidad and Tobago",135,"Female",4,"<ISCED level 2>","Did Not Complete <ISCED level 1>","Three or more","Two","One","One","11-25 books","More than 2 hours a day",45,45,25,"A few times a year","Never or almost never","A few times a year","Never or almost never","Several times a week","Trinidad and Tobago","Public",1959.08,2368.41,2125.79,11,2,0,2
"Trinidad and Tobago",135,"Male",5,"<ISCED level 3A>","<ISCED level 2>","Two","Two","One","Two","201-500 books","30 minutes or less a day",45,45,45,"Several times a week","Several times a week","Several times a month","Several times a month","Several times a week","Trinidad and Tobago","Public",2142.12,1951.53,2075.44,23,4,2,6
"Trinidad and Tobago",135,"Male",5,"<ISCED level 3A>","<ISCED level 1>","Three or more","Two","One","None","26-100 books","I don’t read for enjoyment",45,45,45,"About once a month","About once a month","About once a month","Several times a week","Several times a week","Trinidad and Tobago","Public",2110.18,1638.87,2344.92,19,4,1,5
"Trinidad and Tobago",135,"Female",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Three or more","One","Two","26-100 books","Between 30 and 60 minutes",45,45,45,"Several times a month","Several times a week","About once a month","A few times a year","Several times a week","Trinidad and Tobago","Public",2199.76,2290.56,2163.09,19,4,4,8
"Trinidad and Tobago",135,"Female",5,"<ISCED level 3A>","<ISCED level 3A>","One","Three or more","Two","Three or more","201-500 books","30 minutes or less a day",45,45,45,"A few times a year","Never or almost never","Several times a month","Never or almost never","Several times a week","Trinidad and Tobago","Public",1853.91,1877.07,1823.66,13,4,4,8
"Trinidad and Tobago",135,"Female",4,"<ISCED level 3A>","<ISCED level 2>","Three or more","Three or more","Three or more","Two","More than 500 books","More than 2 hours a day",45,45,45,"A few times a year","Never or almost never","A few times a year","A few times a year","Never or almost never","Trinidad and Tobago","Public",2033.84,2472.87,2040.93,8,4,2,6
"Trinidad and Tobago",136,"Female",4,"<ISCED level 3A>","Did Not Complete <ISCED level 1>","Three or more","One","One","Two","11-25 books","More than 2 hours a day",45,90,30,"A few times a year","Never or almost never","About once a month","About once a month","Several times a week","Trinidad and Tobago","Public",2101.62,2430.77,2260.07,14,4,0,4
"Trinidad and Tobago",136,"Male",4,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Three or more","Three or more","Three or more","More than 500 books","I don’t read for enjoyment",45,45,45,"A few times a year","Several times a week","Never or almost never","Never or almost never","Several times a week","Trinidad and Tobago","Public",2035.41,2030.89,1756.53,14,4,4,8
"Trinidad and Tobago",136,"Female",4,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Two","Two","One","101-200 books","30 minutes or less a day",40,40,40,"A few times a year","Never or almost never","A few times a year","Several times a week","Several times a week","Trinidad and Tobago","Public",2174.06,2292.16,2379.43,15,4,4,8
"Trinidad and Tobago",136,"Female",5,"<ISCED level 2>","<ISCED level 2>","Three or more","Three or more","One","Two","0-10 books","I don’t read for enjoyment",40,40,40,"Several times a month","About once a month","Never or almost never","A few times a year","Several times a week","Trinidad and Tobago","Public",1936.48,2407.33,2179.4,15,2,2,4
"Trinidad and Tobago",136,"Female",8,"Did not complete <ISCED level 1>","<ISCED level 3A>","Three or more","Two","Two","One","26-100 books","More than 2 hours a day",45,45,90,"Several times a week","Several times a month","Several times a week","Several times a week","Several times a week","Trinidad and Tobago","Public",1622.56,2271.9,1973.33,24,0,4,4
"Trinidad and Tobago",136,"Female",5,"<ISCED level 3A>","<ISCED level 2>","Three or more","Two","One","None","26-100 books","Between 30 and 60 minutes",40,40,40,"A few times a year","A few times a year","About once a month","About once a month","Several times a week","Trinidad and Tobago","Public",2346.98,2853.4,2392.95,15,4,2,6
"Trinidad and Tobago",136,"Female",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Two","One","One","0-10 books","Between 30 and 60 minutes",45,45,45,"A few times a year","About once a month","Several times a month","Never or almost never","Several times a week","Trinidad and Tobago","Public",1729.27,2203.18,1918.79,15,4,4,8
"Trinidad and Tobago",136,"Female",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Three or more","Two","None","0-10 books","Between 30 and 60 minutes",90,90,90,"Several times a month","Never or almost never","About once a month","A few times a year","Several times a week","Trinidad and Tobago","Public",2144.46,2266.73,2190.13,15,4,4,8
"Trinidad and Tobago",136,"Female",5,"<ISCED level 2>","<ISCED level 3A>","Three or more","Three or more","Two","Three or more","201-500 books","I don’t read for enjoyment",45,45,45,"A few times a year","Several times a month","About once a month","About once a month","Several times a week","Trinidad and Tobago","Public",2423.7,2751.31,2661.98,17,2,4,6
"Trinidad and Tobago",136,"Female",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Three or more","One","Three or more","101-200 books","30 minutes or less a day",40,40,40,"Several times a month","About once a month","Several times a month","About once a month","Several times a week","Trinidad and Tobago","Public",1652.55,2093.54,1969.14,19,4,4,8
"Trinidad and Tobago",136,"Male",4,"<ISCED level 2>","<ISCED level 3A>","Three or more","None","None","None","101-200 books","I don’t read for enjoyment",45,45,45,"Never or almost never","Never or almost never","Never or almost never","Never or almost never","Several times a week","Trinidad and Tobago","Public",2298.67,2053.34,1991.05,9,2,4,6
"Trinidad and Tobago",136,"Male",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Two","One","Two","11-25 books","30 minutes or less a day",45,45,45,"About once a month","A few times a year","A few times a year","A few times a year","Several times a week","Trinidad and Tobago","Public",2598.57,2588.84,2628.4,14,4,4,8
"Trinidad and Tobago",136,"Female",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Two","One","One","26-100 books","Between 30 and 60 minutes",45,45,45,"A few times a year","Never or almost never","A few times a year","A few times a year","A few times a year","Trinidad and Tobago","Public",1956.72,2261.17,2210.65,9,4,4,8
"Trinidad and Tobago",136,"Female",4,"<ISCED level 3B, 3C>","<ISCED level 3B, 3C>","Three or more","Three or more","One","Two","101-200 books","1 to 2 hours a day",45,45,45,"Several times a month","Never or almost never","Several times a month","A few times a year","Several times a week","Trinidad and Tobago","Public",2236.76,2169.01,2229.3,16,3,3,6
"Trinidad and Tobago",136,"Female",6,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Two","One","One","0-10 books","30 minutes or less a day",45,45,45,"Several times a month","Never or almost never","A few times a year","Never or almost never","Several times a week","Trinidad and Tobago","Public",1680.99,1917.18,1571.89,13,4,4,8
"Trinidad and Tobago",136,"Male",5,"<ISCED level 3A>","<ISCED level 3B, 3C>","Three or more","Two","Two","None","0-10 books","30 minutes or less a day",40,40,40,"A few times a year","Several times a month","A few times a year","A few times a year","Several times a month","Trinidad and Tobago","Public",2227.03,2030.89,1854.43,14,4,3,7
"Trinidad and Tobago",136,"Male",8,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Three or more","None","One","26-100 books","30 minutes or less a day",90,90,90,"Several times a week","A few times a year","A few times a year","A few times a year","Several times a week","Trinidad and Tobago","Public",2334.51,2546.76,2491.32,16,4,4,8
"Trinidad and Tobago",136,"Female",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Two","One","None","26-100 books","I don’t read for enjoyment",40,40,40,"A few times a year","A few times a year","Never or almost never","Never or almost never","A few times a year","Trinidad and Tobago","Public",2348.53,2601.57,2603.22,8,4,4,8
"Trinidad and Tobago",136,"Male",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Three or more","One","None","101-200 books","30 minutes or less a day",45,45,45,"A few times a year","A few times a year","Never or almost never","Never or almost never","Several times a week","Trinidad and Tobago","Public",1811.08,1937.1,1888.01,11,4,4,8
"Trinidad and Tobago",136,"Female",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Two","One","One","11-25 books","30 minutes or less a day",40,40,40,"A few times a year","Never or almost never","About once a month","About once a month","A few times a year","Trinidad and Tobago","Public",2122.65,2712.78,2195.72,11,4,4,8
"Trinidad and Tobago",136,"Male",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Two","Two","One","101-200 books","Between 30 and 60 minutes",45,45,45,"About once a month","About once a month","About once a month","Never or almost never","Several times a week","Trinidad and Tobago","Public",1873.39,1996.81,1559.3,15,4,4,8
"Trinidad and Tobago",136,"Male",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Three or more","One","Two","101-200 books","Between 30 and 60 minutes",40,40,40,"A few times a year","A few times a year","About once a month","Never or almost never","Several times a week","Trinidad and Tobago","Public",1543.11,1756.72,1756.53,13,4,4,8
"Trinidad and Tobago",137,"Female",4,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Two","One","None","0-10 books","I don’t read for enjoyment",45,45,90,"A few times a year","Never or almost never","Several times a week","Never or almost never","Several times a week","Trinidad and Tobago","Public",1961.41,2165.85,2596.71,14,4,4,8
"Trinidad and Tobago",137,"Female",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Two","Two","None","26-100 books","I don’t read for enjoyment",45,45,45,"Several times a week","Never or almost never","About once a month","A few times a year","Several times a week","Trinidad and Tobago","Public",1788.48,2454.21,2299.7,16,4,4,8
"Trinidad and Tobago",137,"Female",5,"<ISCED level 1>","<ISCED level 3B, 3C>","Three or more","Two","One","One","11-25 books","1 to 2 hours a day",100,180,120,"Several times a month","Several times a week","Several times a month","A few times a year","A few times a year","Trinidad and Tobago","Public",1968.41,2294.54,2229.28,17,1,3,4
"Trinidad and Tobago",137,"Male",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Two","None","None","101-200 books","30 minutes or less a day",45,45,45,"Several times a month","About once a month","A few times a year","A few times a year","Several times a week","Trinidad and Tobago","Public",1428.22,1165.07,1394.72,16,4,4,8
"Trinidad and Tobago",137,"Male",5,"<ISCED level 3A>","<ISCED level 3A>","One","Two","One","None","26-100 books","30 minutes or less a day",45,45,45,"Several times a week","Several times a month","About once a month","About once a month","Several times a month","Trinidad and Tobago","Public",1860.13,2227.69,2297.37,19,4,4,8
"Trinidad and Tobago",137,"Female",4,"<ISCED level 3A>","<ISCED level 2>","Three or more","One","One","Two","More than 500 books","More than 2 hours a day",35,35,35,"Never or almost never","Never or almost never","A few times a year","A few times a year","Several times a week","Trinidad and Tobago","Public",1820.03,2191.25,2138.84,11,4,2,6
"Trinidad and Tobago",137,"Male",6,"<ISCED level 3B, 3C>","<ISCED level 3A>","Three or more","One","One","None","11-25 books","Between 30 and 60 minutes",45,45,45,"A few times a year","Several times a month","Several times a month","A few times a year","Several times a week","Trinidad and Tobago","Public",2061.89,2170.39,2284.31,17,3,4,7
"Trinidad and Tobago",137,"Male",5,"<ISCED level 3A>","<ISCED level 1>","Three or more","One","None","None","26-100 books","Between 30 and 60 minutes",25,25,25,"Never or almost never","Several times a month","Several times a week","Several times a week","Several times a week","Trinidad and Tobago","Public",2115.64,2450.97,2428.38,20,4,1,5
"Trinidad and Tobago",137,"Male",5,"<ISCED level 3A>","<ISCED level 2>","Two","One","One","One","201-500 books","1 to 2 hours a day",60,45,45,"About once a month","About once a month","Never or almost never","A few times a year","Several times a week","Trinidad and Tobago","Public",1823.53,2081.4,2128.58,14,4,2,6
"Trinidad and Tobago",137,"Female",6,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Two","Three or more","None","201-500 books","30 minutes or less a day",45,45,45,"About once a month","A few times a year","Several times a week","A few times a year","Several times a week","Trinidad and Tobago","Public",1849.23,2324.32,2247.02,17,4,4,8
"Trinidad and Tobago",137,"Male",4,"<ISCED level 3A>","<ISCED level 2>","Three or more","Two","One","One","11-25 books","I don’t read for enjoyment",90,90,90,"Several times a month","Several times a month","Never or almost never","Never or almost never","Several times a week","Trinidad and Tobago","Public",1878.06,1834.47,2057.71,15,4,2,6
"Trinidad and Tobago",137,"Female",5,"<ISCED level 3A>","<ISCED level 3B, 3C>","None","Two","One","One","0-10 books","Between 30 and 60 minutes",45,45,45,"About once a month","About once a month","Several times a month","Several times a month","Several times a week","Trinidad and Tobago","Public",1807.95,2209.93,1676.81,19,4,3,7
"Trinidad and Tobago",137,"Female",5,"<ISCED level 3B, 3C>","<ISCED level 3A>","Three or more","Two","None","One","26-100 books","1 to 2 hours a day",45,45,45,"About once a month","Never or almost never","A few times a year","A few times a year","Several times a week","Trinidad and Tobago","Public",1712.15,2051.84,2062.38,13,3,4,7
"Trinidad and Tobago",137,"Female",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Three or more","Two","Three or more","26-100 books","1 to 2 hours a day",45,45,45,"Several times a week","Several times a week","About once a month","Several times a month","Several times a week","Trinidad and Tobago","Public",2057.21,2586.87,2247.95,22,4,4,8
"Trinidad and Tobago",137,"Male",5,"<ISCED level 2>","<ISCED level 3A>","Three or more","Three or more","One","Three or more","201-500 books","I don’t read for enjoyment",45,45,75,"A few times a year","A few times a year","A few times a year","A few times a year","Several times a week","Trinidad and Tobago","Public",1906.87,2127.89,2083.37,13,2,4,6
"Trinidad and Tobago",137,"Female",6,"Did not complete <ISCED level 1>","Did Not Complete <ISCED level 1>","One","One","One","None","0-10 books","30 minutes or less a day",45,45,45,"About once a month","Never or almost never","A few times a year","A few times a year","Several times a week","Trinidad and Tobago","Public",1656.07,2244.09,1945.83,13,0,0,0
